"section","fa_order","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","cs.sg form","pl.abs form","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","prioritized meaning","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN","BHVB","BiblicalHebrewVocabularyBuilderSub-Section","Occurrences","old BiblicalHebrewVocabularyBuilderSection","old BiblicalHebrewVocabularyBuilderSub-Section"
,4539,3,2008,"ZW<[","זוע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","tremble",,,,,,,"qal: tremble; pi: toss to and fro.","qal: tremble; qal pass: ; ni: ; pi: toss to and fro; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","tremble",,"toss to and fro",,,,,,,,,,,,,,"Remaining",,3,"Remaining",
,4776,2,1046,"BL<==[","בלע III",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","pual","be communicated",,,,,,,"pu: be communicated.","pu: be communicated; qal: ; qal pass: ; ni: ; pi: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=4",,,,"be communicated",,,,,,,,,,,,,"Remaining",,2,"Remaining",
,4800,2,1273,"BTR[","בתר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","cut into pieces",,,,,,,"pi: cut into pieces; qal: cut into pieces.","pi: cut into pieces; qal: cut into pieces; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","cut into pieces",,"cut into pieces",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,4813,2,921,"BZR[","בזר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","scatter",,,,,,,"pi: scatter; qal: scatter.","pi: scatter; qal: scatter; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","scatter",,"scatter",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,4901,2,1638,"DGR[","דגר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","hatch?",,,,,,,"qal: hatch?.","qal: hatch?; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","hatch?",,,,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,4911,2,1744,"DM<[","דמע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","weep",,,,,,,"qal: weep.","qal: weep; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","weep",,,,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5078,2,3416,"KBR[","כבר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif","multiply",,,,,,,"hi: multiply.","hi: multiply; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"multiply",,,,,,,,,,,"Remaining",,2,"Remaining",
,5109,2,3561,"KSX[","כסח ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","cut off, away",,,,,,,"qal: cut off, away.","qal: cut off, away; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","cut off, away",,,,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5192,2,3926,"MGR[","מגר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","cast, throw",,,,,,,"pi: hurl; qal: cast, throw.","pi: hurl; qal: cast, throw; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","cast, throw",,"hurl",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5250,2,4427,"MSR[","מסר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif qal","deliver up",,,,,,,"ni: be assigned to; qal: deliver up.","ni: be assigned to; qal: deliver up; qal pass: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","N=2","deliver up","be assigned to",,,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5347,2,6178,"PGR[","פגר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","be too tired",,,,,,,"pi: be too tired.","pi: be too tired; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"be too tired",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5395,2,7084,"QCX[","קשׁח ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif","harden; treat harshly",,,,,,,"hi: harden; treat harshly.","hi: harden; treat harshly; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"harden; treat harshly",,,,,,,,,,,"Remaining",,2,"Remaining",
,5489,2,5427,"SMR[","סמר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","bristle up",,,,,,,"pi: bristle up; qal: bristle up.","pi: bristle up; qal: bristle up; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","bristle up",,"bristle up",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,6323,1,1156,"BYR==[","בצר III",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","restrain",,,,,,,"qal: restrain.","qal: restrain; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","restrain",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6463,1,8108,"CPR[","שׁפר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","be pleasing",,,,,,,"qal: be pleasing.","qal: be pleasing; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be pleasing",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6622,1,8068,"FPX[","שׂפח ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","make scabby",,,,,,,"pi: make scabby.","pi: make scabby; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"make scabby",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6624,1,8136,"FQR[","שׂקר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","ogle seductively",,,,,,,"pi: ogle seductively.","pi: ogle seductively; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"ogle seductively",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6637,1,8233,"FTR[","שׂתר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif","break out",,,,,,,"ni: break out.","ni: break out; qal: ; qal pass: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","N=2",,"break out",,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6736,1,1432,"GZR=[","גזר II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","eat",,,,,,,"qal: eat.","qal: eat; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","eat",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7309,1,4277,"MLX=[","מלח II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif","be dispersed",,,,,,,"ni: be dispersed.","ni: be dispersed; qal: ; qal pass: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","N=2",,"be dispersed",,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7424,1,4850,"MTX[","מתח ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","spread out",,,,,,,"qal: spread out.","qal: spread out; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","spread out",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7625,1,6458,"PCX[","פשׁח ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","tear in pieces",,,,,,,"pi: tear in pieces.","pi: tear in pieces; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"tear in pieces",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7626,1,6191,"PD<[","פדע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","deliver?",,,,,,,"qal: deliver?.","qal: deliver?; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","deliver?",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7631,1,6464,"PF<[","פשׂע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","step",,,,,,,"qal: step.","qal: step; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","step",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7723,1,6356,"PYX=[","פצח II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","break in pieces",,,,,,,"pi: break in pieces.","pi: break in pieces; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"break in pieces",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7799,1,7004,"QY<=[","קצע II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif","scrape off",,,,,,,"hi: scrape off.","hi: scrape off; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"scrape off",,,,,,,,,,,"Remaining",,1,"Remaining",
,7955,1,5389,"SKR=[","סכר II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","hire",,,,,,,"qal: hire.","qal: hire; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","hire",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8035,1,8271,"TBR[","תבר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif","<uncertain>",,,,,,,"ni: break, be fragile.","ni: break, be fragile; qal: ; qal pass: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","N=2",,"break, be fragile",,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8052,1,8386,"TL<[","תלע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","pual","clothed in scarlet",,,,,,,"pu: clothed in scarlet.","pu: clothed in scarlet; qal: ; qal pass: ; ni: ; pi: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=4",,,,"clothed in scarlet",,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8131,1,2851,"VPX[","טפח I",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","spread out",,,,,,,"pi: spread out.","pi: spread out; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"spread out",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8132,1,2850,"VPX=[","טפח II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","give birth to",,,,,,,"pi: give birth to.","pi: give birth to; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"give birth to",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8410,1,6689,"YN<[","צנע ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif","be humble",,,,,,,"hi: be humble.","hi: be humble; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"be humble",,,,,,,,,,,"Remaining",,1,"Remaining",
,8432,1,6741,"YPR[","צפר ",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","<uncertain>",,,,,,,"qal: <uncertain>.","qal: <uncertain>; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","<uncertain>",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8506,1,2081,"ZNX=[","זנח II",,,,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif","stink",,,,,,,"hi: stink.","hi: stink; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"stink",,,,,,,,,,,"Remaining",,1,"Remaining",
"sec0517",104,494,6559,"YWH[","צוה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel pual","summon, order",,,,"Mitchel_Sec2.A (499-400)",,,"pi: command; pu: be ordered.","pi: command; qal: ; qal pass: ; ni: ; pu: be ordered; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"command","be ordered",,,,,,,,,,,,,"Section_no01","F",494,"Section no01","F"
"sec0607",138,376,1075,"BNH[","בנה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif qal","build",,,,"Mitchel_Sec2.B (399-310)",,,"qal: build; ni: be built.","qal: build; qal pass: ; ni: be built; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","build","be built",,,,,,,,,,,,,,,"Section_no01","G",376,"Section no01","G"
"sec0924",223,217,8222,"CTH[","שׁתה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif qal","drink",,,,"Mitchel_Sec2.E (219-200)",,,"qal: drink; ni: be drunk.","qal: drink; qal pass: ; ni: be drunk; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","drink","be drunk",,,,,,,,,,,,,,,"Section_no02","L",217,"Section no01","L"
"sec1012",237,206,3497,"KLH[","כלה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel pual qal","come to an end, be completed, long for",,,,"Mitchel_Sec2.E (219-200)",,,"pi: finish, consume, destroy; qal: come to an end, be completed, long for; pu: be finished.","pi: finish, consume, destroy; qal: come to an end, be completed, long for; qal pass: ; ni: ; pu: be finished; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","come to an end, be completed, long for",,"finish, consume, destroy","be finished",,,,,,,,,,,,,"Section_no02","L",206,"Section no01","L"
"sec1109",252,188,1471,"GLH[","גלה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif hit hof nif piel pual qal","uncover, reveal, depart",,,,"Mitchel_Sec3.A (199-175)",,,"pi: reveal, uncover; depart, go into captivity; qal: reveal, uncover; depart; ni: reveal oneself, be uncovered; pu: be revealed, uncovered; hit: reveal oneself; hi: take into exile; ho: go into captivity.","pi: reveal, uncover; depart, go into captivity; qal: reveal, uncover; depart; qal pass: ; ni: reveal oneself, be uncovered; pu: be revealed, uncovered; hit: reveal oneself; hi: take into exile; ho: go into captivity; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","reveal, uncover; depart","reveal oneself, be uncovered","reveal, uncover; depart, go into captivity","be revealed, uncovered","reveal oneself","take into exile","go into captivity",,,,,,,,,,"Section_no03","A",188,"Section no02","A"
"sec1213",297,152,3557,"KSH[","כסה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hit nif piel pual qal","cover, conceal",,,,"Mitchel_Sec3.C (159-144)",,,"pi: cover, conceal; qal: cover, conceal; ni: be covered; pu: be covered; hit: cover oneself.","pi: cover, conceal; qal: cover, conceal; qal pass: ; ni: be covered; pu: be covered; hit: cover oneself; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","cover, conceal","be covered","cover, conceal","be covered","cover oneself",,,,,,,,,,,,"Section_no03","C",152,"Section no02","C"
"sec1418",335,135,6319,"PNH[","פנה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif hof piel qal","turn",,,,"Mitchel_Sec3.D (143-134)",,,"qal: turn about; turn aside; pi: remove; clear; hi: give away; turn; ho: be caused to give way; be turned.","qal: turn about; turn aside; qal pass: ; ni: ; pi: remove; clear; pu: ; hit: ; hi: give away; turn; ho: be caused to give way; be turned; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","turn about; turn aside",,"remove; clear",,,"give away; turn","be caused to give way; be turned",,,,,,,,,,"Section_no03","E",135,"Section no02","E"
"sec1604",387,114,1005,"BKH[","בכה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel qal","weep",,,,"Mitchel_Sec3.F (120-112)",,,"qal: weep; pi: weep for.","qal: weep; qal pass: ; ni: ; pi: weep for; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","weep",,"weep for",,,,,,,,,,,,,,"Section_no03","H",114,"Section no02","H"
,449,93,2076,"ZNH[","זנה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif pual qal","prostitute, fornicate, whore",,,,"Mitchel_Sec4.A (99-93)",,,"qal: commit fornication; play the harlot; pu: be prostituted; hi: lead into prostitution, prostitute.","qal: commit fornication; play the harlot; qal pass: ; ni: ; pi: ; pu: be prostituted; hit: ; hi: lead into prostitution, prostitute; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","commit fornication; play the harlot",,,"be prostituted",,"lead into prostitution, prostitute",,,,,,,,,,,"Section_no04","B",93,"Section no02","K"
,510,78,6964,"QNH[","קנה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif nif qal","buy; acquire",,,,"Mitchel_Sec4.D (78-75)",,,"qal: buy; acquire; ni: be bought; hi: buy?.","qal: buy; acquire; qal pass: ; ni: be bought; pi: ; pu: ; hit: ; hi: buy?; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","buy; acquire","be bought",,,,"buy?",,,,,,,,,,,"Section_no04","E",78,"Section no03","B"
,574,68,8120,"CQH[","שׁקה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif pual","give drink",,,,"Mitchel_Sec4.C (85-79)",,,"hi: give to drink; pu: be watered.","hi: give to drink; qal: ; qal pass: ; ni: ; pi: ; pu: be watered; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,"be watered",,"give to drink",,,,,,,,,,,"Section_no05","H",68,"Section no03","E"
,645,58,6180,"PDH[","פדה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif hof nif qal","ransom, redeem",,,,"Mitchel_Sec4.I (57-55)",,,"qal: buy (off), ransom; ni: be ransomed; ransom oneself; hi: let be ransomed; ho: be ransomed.","qal: buy (off), ransom; qal pass: ; ni: be ransomed; ransom oneself; pi: ; pu: ; hit: ; hi: let be ransomed; ho: be ransomed; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","buy (off), ransom","be ransomed; ransom oneself",,,,"let be ransomed","be ransomed",,,,,,,,,,"Section_no05","D",58,"Section no03","I"
,764,47,7500,"CBH[","שׁבה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif qal","take captive",,,,"Mitchel_Sec5.B (47-46)",,,"qal: take captive; ni: be taken captive.","qal: take captive; qal pass: ; ni: be taken captive; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","take captive","be taken captive",,,,,,,,,,,,,,,"Remaining",,47,"Remaining",
,777,47,6712,"YPH=[","צפה II",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel pual qal","spread?",,,,"Mitchel_Sec5.B (47-46)",,,"pi: overlay, arrange; qal: spread?; pu: be overlaid.","pi: overlay, arrange; qal: spread?; qal pass: ; ni: ; pu: be overlaid; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","spread?",,"overlay, arrange","be overlaid",,,,,,,,,,,,,"Remaining",,47,"Remaining",
,792,46,6853,"QWH[","קוה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel qal","wait, hope",,,,"Mitchel_Sec5.B (47-46)",,,"pi: wait, hope for; qal: wait, await.","pi: wait, hope for; qal: wait, await; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","wait, await",,"wait, hope for",,,,,,,,,,,,,,"Remaining",,46,"Remaining",
,827,43,915,"BZH[","בזה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif nif qal","despise",,,,"Mitchel_Sec5.D (43-42)",,,"qal: despise; ni: be despised, be contemptible; hi: demean.","qal: despise; qal pass: ; ni: be despised, be contemptible; pi: ; pu: ; hit: ; hi: demean; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","despise","be despised, be contemptible",,,,"demean",,,,,,,,,,,"Remaining",,43,"Remaining",
,961,37,6713,"YPH[","צפה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel qal","look out, keep watch, lie in ambush",,,,"Mitchel_Sec5.G (37-36)",,,"qal: keep guard, watch; pi: look closely.","qal: keep guard, watch; qal pass: ; ni: ; pi: look closely; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","keep guard, watch",,"look closely",,,,,,,,,,,,,,"Remaining",,37,"Remaining",
,1140,29,1734,"DMH[","דמה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hit piel qal","be like, resemble",,,,"Mitchel_Sec5.J (31)",,,"pi: liken, compare, ponder; qal: be like, resemble; hit: make oneself like.","pi: liken, compare, ponder; qal: be like, resemble; qal pass: ; ni: ; pu: ; hit: make oneself like; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","be like, resemble",,"liken, compare, ponder",,"make oneself like",,,,,,,,,,,,"Remaining",,29,"Remaining",
,1177,28,7082,"QCH[","קשׁה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif nif piel qal","be hard, harsh, difficult",,,,"Mitchel_Sec5.L (28-27)",,,"hi: harden, make difficult; have a difficult time; qal: be hard, be heavy; ni: be hard pressed; pi: have severe labour.","hi: harden, make difficult; have a difficult time; qal: be hard, be heavy; qal pass: ; ni: be hard pressed; pi: have severe labour; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6","be hard, be heavy","be hard pressed","have severe labour",,,"harden, make difficult; have a difficult time",,,,,,,,,,,"Remaining",,28,"Remaining",
,1197,27,4352,"MNH[","מנה ",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif piel pual qal","count, number",,,,"Mitchel_Sec5.K (30-29)",,,"qal: count, number; ni: be counted, be countable; pi: appoint, ordain; pu: be appointed.","qal: count, number; qal pass: ; ni: be counted, be countable; pi: appoint, ordain; pu: be appointed; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","count, number","be counted, be countable","appoint, ordain","be appointed",,,,,,,,,,,,,"Remaining",,27,"Remaining",
,1208,27,6475,"PTH[","פתה I",,,,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif piel pual qal","be simple, inexperienced",,,,"Mitchel_Sec5.L (28-27)",,,"pi: fool; persuade; qal: be inexperienced, be naive; ni: be fooled, enticed; pu: be persuaded.","pi: fool; persuade; qal: be inexperienced, be naive; qal pass: ; ni: be fooled, enticed; pu: be persuaded; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","be inexperienced, be naive","be fooled, enticed","fool; persuade","be persuaded",,,,,,,,,,,,,"Remaining",,27,"Remaining",
