"original order","Book","Chapter","Verse","lex","Verb classes","Verb classes correction","g_word_nocant","not usable for exercises because K/Q","g_word_nocant_utf8","ps","nu","gn","vt","vs","suffix_person","suffix_number","suffix_gender","ps2","nu2","gn2","vt2","vs2","suffix_person2","suffix_number2","suffix_gender2","ps3","nu3","gn3","vt3","vs3","suffix_person3","suffix_number3","suffix_gender3","ps4","nu4","gn4","vt4","vs4","suffix_person4","suffix_number4","suffix_gender4"
801,"Daniel",7,15,"KRH[","(iii_he,ii_guttural)",,">ET:K.:RIJ.AT",,"אֶתְכְּרִיַּת","p3","sg","f","perf","etpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
802,"Daniel",7,15,"BHL[","(ii_guttural)",,"J:BAH:ALUN.A75NIJ",,"יְבַהֲלֻנַּֽנִי","p3","pl","m","impf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
803,"Daniel",7,16,"QRB[","(ii_guttural)",,"QIR:B;T",,"קִרְבֵת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
804,"Daniel",7,16,"QWM[","(ii_waw)",,"Q@>:AMAJ.@>",,"קָאֲמַיָּא","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
805,"Daniel",7,16,"B<H[","(iii_he,ii_guttural)",,">EB:<;>",,"אֶבְעֵֽא","p1","sg","unknown","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
806,"Daniel",7,16,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
807,"Daniel",7,16,"JD<[","(i_waw,iii_guttural)",,"J:HOWD:<IN.A75NIJ",,"יְהֹודְעִנַּֽנִי","p3","sg","m","impf","haf","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
808,"Daniel",7,17,"QWM[","(ii_waw)",,"J:QW.MW.N",,"יְקוּמוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
809,"Daniel",7,18,"QBL[","(regular)",,"JQAB.:LW.N",,"יקַבְּלוּן","p3","pl","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
810,"Daniel",7,18,"XSN[","(i_guttural)",,"JAX:S:NW.N",,"יַחְסְנוּן","p3","pl","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
811,"Daniel",7,19,"YBH[","(iii_he)",,"Y:BIJT",,"צְבִית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
812,"Daniel",7,19,"JYB[","(i_waw)",,"JAY.@B@>",,"יַצָּבָא","unknown","unknown","unknown","infc","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
813,"Daniel",7,19,"HWH[","(iii_he,i_guttural)",,"H:AW@T",,"הֲוָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
814,"Daniel",7,19,"CNH[","(iii_he)",,"C@N:J@H",,"שָֽׁנְיָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
815,"Daniel",7,19,"DXL[","(ii_guttural)",,"D.:XIJL@H",,"דְּחִילָה","unknown","sg","f","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
816,"Daniel",7,19,">KL[","(i_aleph)",,">@K:L@H",,"אָֽכְלָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
817,"Daniel",7,19,"DQQ[","(geminate)",,"MAD.:AQ@H",,"מַדֲּקָה","unknown","sg","f","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
818,"Daniel",7,19,"RPS[","(i_guttural)",,"R@P:S@75H",,"רָֽפְסָֽה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
819,"Daniel",7,20,"SLQ[","(regular)",,"SIL:QAT",,"סִלְקַת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
820,"Daniel",7,20,"NPL[","(i_nun)",,"*NPLW",,"נפלו","p3","pl","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
821,"Daniel",7,20,"MLL[","(geminate)",,"M:MAL.IL",,"מְמַלִּל","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
822,"Daniel",7,21,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
823,"Daniel",7,21,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
824,"Daniel",7,21,"<BD[","(i_guttural)",,"<@B:D@H",,"עָבְדָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
825,"Daniel",7,21,"JKL[","(i_waw)",,"J@K:L@H",,"יָכְלָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
826,"Daniel",7,22,">TH[","(iii_he,i_guttural)",,">:AT@H",,"אֲתָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
827,"Daniel",7,22,"JHB[","(i_waw,ii_guttural)",,"J:HIB",,"יְהִב","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
828,"Daniel",7,22,"MV>[","(iii_aleph)",,"M:V@H",,"מְטָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
829,"Daniel",7,22,"XSN[","(i_guttural)",,"HEX:ESINW.",,"הֶחֱסִנוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
830,"Daniel",7,23,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
831,"Daniel",7,23,"HWH[","(iii_he,i_guttural)",,"T.EH:EW;>",,"תֶּהֱוֵא","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
832,"Daniel",7,23,"CNH[","(iii_he)",,"TIC:N;>",,"תִשְׁנֵא","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
833,"Daniel",7,23,">KL[","(i_aleph)",,"T;>KUL",,"תֵאכֻל","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
834,"Daniel",7,23,"DWC[","(ii_waw)",,"T:DW.CIN.AH.",,"תְדוּשִׁנַּהּ","p3","sg","f","impf","peal","p3","sg","f","p2","sg","m","impf","peal","p3","sg","f",,,,,,,,,,,,,,,,
835,"Daniel",7,23,"DQQ[","(geminate)",,"TAD.:QIN.A75H.",,"תַדְּקִנַּֽהּ","p3","sg","f","impf","haf","p3","sg","f","p2","sg","m","impf","haf","p3","sg","f",,,,,,,,,,,,,,,,
836,"Daniel",7,24,"QWM[","(ii_waw)",,"J:QUMW.N",,"יְקֻמוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
837,"Daniel",7,24,"QWM[","(ii_waw)",,"J:QW.M",,"יְקוּם","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
838,"Daniel",7,24,"CNH[","(iii_he)",,"JIC:N;>",,"יִשְׁנֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
839,"Daniel",7,24,"CPL[","(regular)",,"J:HAC:P.I75L",,"יְהַשְׁפִּֽל","p3","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
840,"Daniel",7,25,"MLL[","(geminate)",,"J:MAL.IL",,"יְמַלִּל","p3","sg","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
841,"Daniel",7,25,"BLH[","(iii_he)",,"J:BAL.;>",,"יְבַלֵּא","p3","sg","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
842,"Daniel",7,25,"SBR[","(iii_guttural)",,"JIS:B.AR",,"יִסְבַּר","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
843,"Daniel",7,25,"CNH[","(iii_he)",,"HAC:N@J@H",,"הַשְׁנָיָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
844,"Daniel",7,25,"JHB[","(i_waw,ii_guttural)",,"JIT:JAH:ABW.N",,"יִתְיַהֲבוּן","p3","pl","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
845,"Daniel",7,26,"JTB[","(i_waw)",,"JIT.IB",,"יִתִּב","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
846,"Daniel",7,26,"<DH[","(iii_he,i_guttural)",,"J:HA<:D.OWN",,"יְהַעְדֹּון","p3","pl","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
847,"Daniel",7,26,"CMD[","(regular)",,"HAC:M@D@H",,"הַשְׁמָדָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
848,"Daniel",7,26,">BD[","(i_aleph)",,"HOWB@D@H",,"הֹובָדָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
849,"Daniel",7,27,"JHB[","(i_waw,ii_guttural)",,"J:HIJBAT",,"יְהִיבַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
850,"Daniel",7,27,"PLX[","(iii_guttural)",,"JIP:L:XW.N",,"יִפְלְחוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
851,"Daniel",7,27,"CM<[","(iii_guttural)",,"JIC:T.AM.:<75W.N",,"יִֽשְׁתַּמְּעֽוּן","p3","pl","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
852,"Daniel",7,28,"BHL[","(ii_guttural)",,"J:BAH:ALUN.ANIJ",,"יְבַהֲלֻנַּנִי","p3","pl","m","impf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
853,"Daniel",7,28,"CNH[","(iii_he)",,"JIC:T.AN.OWN",,"יִשְׁתַּנֹּון","p3","pl","m","impf","etpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
854,"Daniel",7,28,"NVR[","(i_nun,iii_guttural)",,"NIV:R;75T",,"נִטְרֵֽת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
855,"Esra",4,8,"KTB[","(regular)",,"K.:TABW.",,"כְּתַבוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
856,"Esra",4,10,"GLH[","(iii_he)",,"HAG:LIJ",,"הַגְלִי","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
857,"Esra",4,10,"JTB[","(i_waw)",,"HOWT;B",,"הֹותֵב","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
858,"Esra",4,11,"CLX[","(iii_guttural)",,"C:LAXW.",,"שְׁלַחוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
859,"Esra",4,12,"JD<[","(i_waw,iii_guttural)",,"J:DIJ<A",,"יְדִיעַ","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
860,"Esra",4,12,"HWH[","(iii_he,i_guttural)",,"LEH:EW;>",,"לֶהֱוֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
861,"Esra",4,12,"SLQ[","(regular)",,"S:LIQW.",,"סְלִקוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
862,"Esra",4,12,">TH[","(iii_he,i_guttural)",,">:ATOW",,"אֲתֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
863,"Esra",4,12,"BNH[","(iii_he)",,"B.@NAJIN",,"בָּנַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
864,"Esra",4,12,"KLL[","(geminate)",,"*>CKLLW",,"אשׁכללו","p3","pl","m","perf","shaf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
865,"Esra",4,12,"JXV[","(i_waw,ii_guttural)",,"JAXI75JVW.",,"יַחִֽיטוּ","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
866,"Esra",4,13,"JD<[","(i_waw,iii_guttural)",,"J:DIJ<A",,"יְדִיעַ","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
867,"Esra",4,13,"HWH[","(iii_he,i_guttural)",,"LEH:EW;>",,"לֶהֱוֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
868,"Esra",4,13,"BNH[","(iii_he)",,"T.IT:B.:N;>",,"תִּתְבְּנֵא","p3","sg","f","impf","htpe","unknown","unknown","unknown","p2","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,
869,"Esra",4,13,"KLL[","(geminate)",,"JIC:T.AK:L:LW.N",,"יִֽשְׁתַּכְלְלוּן","p3","pl","m","impf","hsht","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
870,"Esra",4,13,"NTN[","(i_nun)",,"JIN:T.:NW.N",,"יִנְתְּנוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
871,"Esra",4,13,"NZQ[","(i_nun)",,"T.:HAN:ZI75Q",,"תְּהַנְזִֽק","p2","sg","m","impf","haf","unknown","unknown","unknown","p3","sg","f","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
872,"Esra",4,14,"MLX[","(iii_guttural)",,"M:LAX:N@>",,"מְלַחְנָא","p1","pl","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
873,"Esra",4,14,"XZH[","(iii_he,i_guttural)",,"MEX:EZ;>",,"מֶֽחֱזֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
874,"Esra",4,14,"CLX[","(iii_guttural)",,"C:LAX:N@>",,"שְׁלַחְנָא","p1","pl","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
875,"Esra",4,14,"JD<[","(i_waw,iii_guttural)",,"HOWDA<:N@>",,"הֹודַעְנָא","p1","pl","unknown","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
876,"Esra",4,15,"BQR[","(iii_guttural)",,"J:BAQ.AR",,"יְבַקַּר","p3","sg","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
877,"Esra",4,15,"CKX[","(iii_guttural)",,"T:HAC:K.AX",,"תְהַשְׁכַּח","p2","sg","m","impf","haf","unknown","unknown","unknown","p3","sg","f","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
878,"Esra",4,15,"JD<[","(i_waw,iii_guttural)",,"TIN:D.A<",,"תִנְדַּע","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
879,"Esra",4,15,"NZQ[","(i_nun)",,"M:HAN:Z:QAT",,"מְהַנְזְקַת","unknown","sg","f","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
880,"Esra",4,15,"<BD[","(i_guttural)",,"<@B:DIJN",,"עָבְדִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
881,"Esra",4,15,"XRB[","(i_guttural,ii_guttural)",,"H@X@R:BA75T",,"הָֽחָרְבַֽת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
882,"Esra",4,16,"JD<[","(i_waw,iii_guttural)",,"M:HOWD:<IJN",,"מְהֹודְעִין","unknown","pl","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
883,"Esra",4,16,"BNH[","(iii_he)",,"T.IT:B.:N;>",,"תִּתְבְּנֵא","p3","sg","f","impf","htpe","unknown","unknown","unknown","p2","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,
884,"Esra",4,16,"KLL[","(geminate)",,"JIC:T.AK:L:LW.N",,"יִֽשְׁתַּכְלְלוּן","p3","pl","m","impf","hsht","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
885,"Esra",4,17,"CLX[","(iii_guttural)",,"C:LAX",,"שְׁלַח","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
886,"Esra",4,17,"JTB[","(i_waw)",,"J@T:BIJN",,"יָתְבִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
887,"Esra",4,18,"CLX[","(iii_guttural)",,"C:LAX:T.W.N",,"שְׁלַחְתּוּן","p2","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
888,"Esra",4,18,"PRC[","(ii_guttural)",,"M:P@RAC",,"מְפָרַשׁ","unknown","sg","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
889,"Esra",4,18,"QR>[","(iii_aleph,ii_guttural)",,"Q:ERIJ",,"קֱרִי","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
890,"Esra",4,19,"FJM[","(ii_yod)",,"FIJM",,"שִׂים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
891,"Esra",4,19,"BQR[","(iii_guttural)",,"BAQ.ARW.",,"בַקַּרוּ","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
892,"Esra",4,19,"CKX[","(iii_guttural)",,"HAC:K.AXW.",,"הַשְׁכַּחוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
893,"Esra",4,19,"NF>[","(i_nun,iii_aleph)",,"MIT:NAF.:>@H",,"מִֽתְנַשְּׂאָה","unknown","sg","f","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
894,"Esra",4,19,"<BD[","(i_guttural)",,"MIT:<:ABED",,"מִתְעֲבֶד","unknown","sg","m","ptca","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
895,"Esra",4,20,"HWH[","(iii_he,i_guttural)",,"H:AWOW",,"הֲוֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
896,"Esra",4,20,"JHB[","(i_waw,ii_guttural)",,"MIT:J:H;B",,"מִתְיְהֵב","unknown","sg","m","ptca","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
897,"Esra",4,21,"FJM[","(ii_yod)",,"FIJMW.",,"שִׂימוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
898,"Esra",4,21,"BVL[","(regular)",,"BAV.@L@>",,"בַטָּלָא","unknown","unknown","unknown","infc","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
899,"Esra",4,21,"BNH[","(iii_he)",,"TIT:B.:N;>",,"תִתְבְּנֵא","p3","sg","f","impf","htpe","unknown","unknown","unknown","p2","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,
900,"Esra",4,21,"FJM[","(ii_yod)",,"JIT.:F@75M",,"יִתְּשָֽׂם","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
901,"Esra",4,22,"HWH[","(iii_he,i_guttural)",,"H:EWOW",,"הֱוֹו","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
902,"Esra",4,22,"<BD[","(i_guttural)",,"ME<:B.AD",,"מֶעְבַּד","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
903,"Esra",4,22,"FG>[","(iii_aleph)",,"JIF:G.;>",,"יִשְׂגֵּא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
904,"Esra",4,22,"NZQ[","(i_nun)",,"HAN:Z@QAT",,"הַנְזָקַת","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
905,"Esra",4,23,"QR>[","(iii_aleph,ii_guttural)",,"Q:ERIJ",,"קֱרִי","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
906,"Esra",4,23,">ZL[","(i_guttural)",,">:AZALW.",,"אֲזַלוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
907,"Esra",4,23,"BVL[","(regular)",,"BAV.ILW.",,"בַטִּלוּ","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
908,"Esra",4,24,"BVL[","(regular)",,"B.:V;LAT",,"בְּטֵלַת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
909,"Esra",4,24,"HWH[","(iii_he,i_guttural)",,"H:AW@T",,"הֲוָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
910,"Esra",4,24,"BVL[","(regular)",,"B.@V:L@>",,"בָּֽטְלָא","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
911,"Esra",5,1,"NB>[","(i_nun,iii_aleph)",,"HIT:NAB.IJ",,"הִתְנַבִּי","p3","sg","m","perf","htpa","unknown","unknown","unknown","p2","sg","m","impv","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,
912,"Esra",5,2,"QWM[","(ii_waw)",,"Q@MW.",,"קָמוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
913,"Esra",5,2,"CRH[","(iii_he,ii_guttural)",,"C@RIJW",,"שָׁרִיו","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
914,"Esra",5,2,"BNH[","(iii_he)",,"MIB:N;>",,"מִבְנֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
915,"Esra",5,2,"S<D[","(ii_guttural)",,"M:S@<:ADIJN",,"מְסָעֲדִין","unknown","pl","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
916,"Esra",5,3,">TH[","(iii_he,i_guttural)",,">:AT@>",,"אֲתָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
917,"Esra",5,3,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
918,"Esra",5,3,"FJM[","(ii_yod)",,"F@M",,"שָׂם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
919,"Esra",5,3,"BNH[","(iii_he)",,"B.:N;>",,"בְּנֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
920,"Esra",5,3,"KLL[","(geminate)",,"CAK:L@L@75H",,"שַׁכְלָלָֽה","unknown","unknown","unknown","infc","shaf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
921,"Esra",5,4,">MR[","(i_aleph)",,">:AMAR:N@>",,"אֲמַרְנָא","p1","pl","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
922,"Esra",5,4,"BNH[","(iii_he)",,"B.@NA75JIN",,"בָּנַֽיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
923,"Esra",5,5,"HWH[","(iii_he,i_guttural)",,"H:AW@T",,"הֲוָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
924,"Esra",5,5,"BVL[","(regular)",,"BAV.ILW.",,"בַטִּלוּ","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
925,"Esra",5,5,"HLK[","(i_waw,i_guttural)",,"J:H@K:",,"יְהָךְ","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
926,"Esra",5,5,"TWB[","(ii_waw)",,"J:TIJBW.N",,"יְתִיבוּן","p3","pl","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
927,"Esra",5,6,"CLX[","(iii_guttural)",,"C:LAX",,"שְׁלַח","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
928,"Esra",5,7,"CLX[","(iii_guttural)",,"C:LAXW.",,"שְׁלַחוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
929,"Esra",5,7,"KTB[","(regular)",,"K.:TIJB",,"כְּתִיב","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
930,"Esra",5,8,"JD<[","(i_waw,iii_guttural)",,"J:DIJ<A",,"יְדִיעַ","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
931,"Esra",5,8,"HWH[","(iii_he,i_guttural)",,"LEH:EW;>",,"לֶהֱוֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
